sim_id,p_NiNi_phi0,p_NiNi_gamma,p_NiNi_r0,d_Ni_rho0,d_Ni_beta,d_Ni_r0,e_Ni_latticetype,e_Ni_ecoh,e_Ni_B,e_Ni_a0,Ni_fcc.E_coh,Ni_fcc.a0,Ni_fcc.c11,Ni_fcc.c12,Ni_fcc.c44,Ni_fcc.B,Ni_fcc.G,Ni_fcc.vac,Ni_fcc.100s,Ni_fcc.110s,Ni_fcc.111s,Ni_fcc.isf,E_Ni_fcc_hcp,E_Ni_fcc_bcc,E_Ni_fcc_dia,Ni_fcc.E_coh.err,Ni_fcc.a0.err,Ni_fcc.c11.err,Ni_fcc.c12.err,Ni_fcc.c44.err,Ni_fcc.B.err,Ni_fcc.G.err,Ni_fcc.vac.err,Ni_fcc.100s.err,Ni_fcc.110s.err,Ni_fcc.111s.err,Ni_fcc.isf.err,E_Ni_fcc_hcp.err,E_Ni_fcc_bcc.err,E_Ni_fcc_dia.err
sim_id,param,param,param,param,param,param,param,param,param,param,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err
0,3.0525731509046428,2.142274124984155,2.489015869776647,5.999278888795622,1.8987173969793154,2.489015869776647,fcc,-4.45,188.0,3.52,-4.497367307321575,3.51037339225292,266.008830611222,236.8766943363,75.5090794412766,246.58740642794066,14.566068137460988,1.9155145422745363,0.1736592282673514,0.1851342749929677,0.16805897505487075,2.2845981623176084e-05,6.0329242825396534e-05,0.009566216117915083,3.027532773725028e-05,-0.04736730732157479,-0.00962660774708013,5.008830611221981,85.8766943363,-56.4909205587234,58.587406427940664,-86.43393186253901,0.31551454227453624,0.025859228267351403,0.059634274992967695,0.01665897505487074,-0.008837154018376824,-0.019939670757174604,-0.12043378388208492,-1.7999697246722628
1,0.25170380738644793,2.240735068502939,2.489015869776647,2.4858079360366894,1.6182162363486419,2.489015869776647,fcc,-4.45,188.0,3.52,-4.466382429451925,3.5207528937336,196.286668484343,190.599233484836,15.3779453730332,192.49504515133833,2.8437174997535095,0.4687422905039398,0.06974444887078841,0.0697410698321629,0.0649323873677301,9.31584725584251e-06,2.481382622487871e-05,0.0017384794323200836,0.3075237712104748,-0.016382429451924807,0.0007528937335998798,-64.71333151565699,39.59923348483599,-116.6220546269668,4.495045151338331,-98.15628250024649,-1.1312577094960603,-0.07805555112921157,-0.055758930167837104,-0.0864676126322699,-0.008850684152744157,-0.01997518617377512,-0.12826152056767992,-1.4924762287895252
2,4.562196385408427,1.9794771178557191,2.489015869776647,3.2585768840824056,1.8365094987282493,2.489015869776647,fcc,-4.45,188.0,3.52,-4.54799660568295,3.50921073225671,202.611099054797,180.470826236702,61.3980549081175,187.85091717606701,11.070136409047493,1.695861001783669,0.1717352646556353,0.18240430983650507,0.1658800145217698,4.174988323946482e-05,0.00011036855907509135,0.006322914500480614,0.0052270263754632396,-0.09799660568295021,-0.010789267743290143,-58.388900945203005,29.47082623670201,-70.6019450918825,-0.14908282393298578,-89.92986359095251,0.09586100178366896,0.023935264655635308,0.056904309836505074,0.01448001452176978,-0.008818250116760535,-0.01988963144092491,-0.12367708549951939,-1.7947729736245368
3,3.793369477466709,2.31659336984773,2.489015869776647,3.184177873612677,2.000226955380906,2.489015869776647,fcc,-4.45,188.0,3.52,-4.532029182249275,3.51032710354809,226.070542411542,170.729764201338,132.682717989365,189.176690271406,27.67038910510199,3.006623368808391,0.2246556676953774,0.23769077032164257,0.2238510577924364,-1.0792784810615613e-05,-2.9473249799849555e-05,0.020734592450304845,2.0169763977485373,-0.08202918224927469,-0.009672896451910162,-34.92945758845801,19.729764201338014,0.6827179893649884,1.1766902714059881,-73.32961089489801,1.4066233688083911,0.07685566769537741,0.11219077032164257,0.07245105779243638,-0.008870792784810615,-0.02002947324979985,-0.10926540754969516,0.21697639774853728
4,2.234438666713551,2.0397432348830193,2.489015869776647,2.9688664807308562,1.7728380993910016,2.489015869776647,fcc,-4.45,188.0,3.52,-4.520683477410925,3.50921028289293,199.000313824548,178.531911596387,56.7564517388407,185.35471233910732,10.234201114080491,1.577507456468993,0.16498080125832246,0.17523560752498343,0.1586301290182498,3.920686667169951e-05,0.00010357898405022326,0.005849022717145047,1.0574290173605627,-0.07068347741092484,-0.010789717107070107,-61.99968617545201,27.531911596387005,-75.2435482611593,-2.645287660892677,-90.76579888591951,-0.022492543531007048,0.01718080125832247,0.04973560752498343,0.007230129018249792,-0.0088207931333283,-0.019896421015949777,-0.12415097728285496,-0.7425709826394373
5,3.0903668455940276,2.099387250040916,2.489015869776647,4.851146566989465,1.8389480459714633,2.489015869776647,fcc,-4.45,188.0,3.52,-4.514078116921075,3.50761896240466,191.749073024343,161.885152519695,79.8139613417993,171.839792687911,14.931960252324004,2.0959137662430862,0.193874334433456,0.20599126036080556,0.18938235775459017,3.787962180743358e-05,9.994029787474545e-05,0.009218705136205152,5.0046453187846396e-05,-0.0640781169210749,-0.01238103759534015,-69.250926975657,10.885152519694998,-52.1860386582007,-16.160207312089,-86.068039747676,0.49591376624308614,0.046074334433456016,0.08049126036080556,0.03798235775459016,-0.008822120378192567,-0.019900059702125255,-0.12078129486379485,-1.7999499535468122
6,1.3205615070900758,2.3461903999619405,2.489015869776647,1.644968140454489,1.8690311323384523,2.489015869776647,fcc,-4.45,188.0,3.52,-4.511225076628275,3.51446818144889,205.210187356179,177.315744834264,68.5371316579187,186.613892341569,13.947221260957505,1.6554283901664348,0.14911640788988276,0.15964615733129434,0.1421959237239243,4.0369048805792555e-06,1.0403066100117542e-05,0.010096682902229759,5.3120693621622195e-06,-0.0612250766282747,-0.005531818551109957,-55.789812643820994,26.315744834263995,-63.46286834208129,-1.3861076584310013,-87.0527787390425,0.05542839016643475,0.0013164078898827702,0.034146157331294336,-0.009204076276075696,-0.00885596309511942,-0.019989596933899883,-0.11990331709777025,-1.7999946879306379
7,5.335499916191366,1.8547157123806848,2.489015869776647,1.5504713437987792,1.7933972593231415,2.489015869776647,fcc,-4.45,188.0,3.52,-4.6358023905341,3.51647558259677,196.520290244831,186.667887236757,28.7006607881832,189.95202157278166,4.926201504036996,0.8715667850387376,0.11029934255699216,0.11494191187090082,0.10362732954666402,2.810975226752296e-05,7.472577167533245e-05,0.002512025967475573,0.5563824805335873,-0.18580239053409997,-0.0035244174032298403,-64.47970975516901,35.667887236757,-103.2993392118168,1.9520215727816606,-96.073798495963,-0.7284332149612625,-0.03750065744300783,-0.010558088129099183,-0.04777267045333598,-0.008831890247732477,-0.019925274228324668,-0.12748797403252443,-1.2436175194664127
8,4.6062054286480425,1.834292210257898,2.489015869776647,1.6707685855273768,1.9241916371542966,2.489015869776647,fcc,-4.45,188.0,3.52,-12.65632077694165,9.01179721430918,-47812.1840390041,11115590.1307192,444.884979065808,7394456.025799799,-5581701.157379102,136.82743944643653,1.5085535790733426,0.10985829767120879,0.300389621147,0.9345537022087195,3.8342077112222004,-0.00015734299880065805,0.00045873352202541184,-8.206320776941649,5.49179721430918,-48073.1840390041,11115439.1307192,312.884979065808,7394268.025799799,-5581802.157379102,135.22743944643653,1.3607535790733427,-0.01564170232879121,0.148989621147,0.9256937022087195,3.8142077112222004,-0.13015734299880066,-1.7995412664779746
