sim_id,p_NiNi_phi0,p_NiNi_gamma,p_NiNi_r0,d_Ni_rho0,d_Ni_beta,d_Ni_r0,e_Ni_F0,Ni_fcc.E_coh,Ni_fcc.a0,Ni_fcc.E_coh.err,Ni_fcc.a0.err
sim_id,param,param,param,param,param,param,param,qoi,qoi,err,err
1089.0,1.5575473818887098,5.93862086791481,1.885672039544462,3.132684174462852,6.932901538554403,1.5910370051797678,-4.866706004775599,-4.212522210680025,5.51866455949237,0.23747778931997487,1.99866455949237
2008050.0,0.9548515362424974,5.444488990010088,3.7867775171398343,1.6608499568914563,3.171528631817716,3.555544190988209,-3.7470545917129705,-5.41930578100925,5.51820045154912,-0.9693057810092496,1.99820045154912
4136.0,1.1939959250177854,5.862463411578858,3.5060712019116496,3.8955356057671016,3.386854479424616,2.692773097982685,-2.6119514854393637,-1.381213987328435,5.51786118134408,3.0687860126715654,1.99786118134408
1001596.0,3.3193120748854756,6.615611916617693,3.331989096901431,3.522217320749505,1.8346416251546889,1.4668108143531062,-3.991794617576974,-1.314812870849325,5.51730242323858,3.135187129150675,1.99730242323858
1006471.0,0.432446200090727,6.549162243932164,3.825671409397521,3.8609105547349776,4.047785640986394,3.476021984326645,-1.9281692897846212,-4.27178606085035,5.51669524441763,0.17821393914965,1.9966952444176296
3117.0,0.7685933649759464,5.14827215494517,1.980805044999323,1.4496743786420074,5.177306448022024,1.9696886750219398,-2.84800210482906,-7.3384729377107,5.51593027268709,-2.8884729377106995,1.9959302726870898
5696.0,0.2725856295459546,5.121735154903257,3.77818327133703,1.6347520682865269,2.09473232835095,2.2662744995346715,-4.536160898356904,-1.6958403496364225,5.51364546435262,2.7541596503635777,1.9936454643526198
2003544.0,3.7373151828631364,6.176053794942755,3.5183597352583678,2.788667307826988,3.8034206539326063,3.88847940663468,-1.24317851236683,-4.805441193127775,5.51341990800615,-0.355441193127775,1.99341990800615
4916.0,2.5459293242400194,2.5908821310049377,2.86421823469197,1.2499270669175144,2.0642689390840068,3.02574550537034,-1.2328870316429432,-0.712279886052105,5.51264265467353,3.737720113947895,1.99264265467353
1002148.0,3.973055987143427,6.380454905049291,3.4563859344035155,2.8933352699768684,4.616637520815747,3.5560455183235153,-1.9347783300587154,-5.737631467291775,5.51213639192433,-1.2876314672917752,1.9921363919243302
2004378.0,0.06094051749577012,4.907923127507769,3.9028295263878703,1.0541218685451532,3.402587996668343,3.8142193000631917,-0.32836837472075453,-0.568902493821445,5.51175844830157,3.881097506178555,1.9917584483015696
2007825.0,0.6027622353311785,3.484768052578566,2.422836583905962,2.99742071916551,4.547480405870944,1.9973897983473685,-2.5308928057928144,-6.424415456951975,5.51143946168156,-1.9744154569519745,1.9914394616815598
1005379.0,0.16971328515827835,6.39155230296361,3.8671906589742373,3.357242397645755,3.2977440546602708,3.8563551231894975,-0.5170399459822094,-1.8715863363694174,5.51077423872477,2.5784136636305828,1.9907742387247702
6687.0,3.6429917314032516,6.149507036654809,3.566913800071037,3.1571091252509875,3.8334017921220447,3.9211535418398866,-1.4688992106645324,-6.5283503622955,5.50847062509684,-2.0783503622954997,1.98847062509684
1004187.0,0.9927376404822942,7.096733724575888,3.3973195203480557,1.9234211635582241,4.656998238838358,2.9051311233651096,-1.4877852902392419,-0.82966124675866,5.50801310676994,3.6203387532413402,1.9880131067699396
1006977.0,0.7188702213902525,4.661768637709501,3.4652636499095513,1.725220852162925,3.266108293543903,2.5250552156132158,-3.1391756412858873,-0.8188408146009125,5.50782414176058,3.6311591853990874,1.9878241417605804
4387.0,2.151887626532172,6.779681340453353,3.4440193148307556,2.1936142050183935,3.4690726395482017,2.5111140981615283,-4.951918143199824,-1.4878447734226725,5.50534974031258,2.9621552265773277,1.98534974031258
1004099.0,0.07055370722361791,6.72276778042041,4.019772312377996,2.855584094849792,2.4814822759318287,2.584620011216849,-4.112304162879397,-2.616867992416175,5.50464761911856,1.833132007583825,1.9846476191185602
2000933.0,3.9580783332502323,2.293394063307239,2.971458017340657,3.121730141957765,1.9854938653155556,2.2040589101254726,-4.087543225941921,-1.6394250921020175,5.50424270543673,2.8105749078979825,1.98424270543673
1001259.0,0.2918060063853416,4.620834065484754,4.040645537958778,0.8726443615896713,3.023447723504308,3.9821951043074724,-2.578887592808093,-4.959075076257425,5.502598003435,-0.5090750762574245,1.9825980034349997
3834.0,2.833326282431645,3.3523415757145916,1.961260790512295,3.848220933774792,4.876270484032268,2.268185002191806,-0.7745047265934382,-3.317859100103625,5.50198798107461,1.1321408998963753,1.9819879810746097
1003559.0,3.772367054801007,5.983309778109529,3.5329555469011105,2.9286905340180787,3.7902921959726585,3.8590704171603147,-1.5355741996651842,-5.770936240877725,5.49817850793422,-1.3209362408777245,1.9781785079342202
5272.0,3.59055216347177,6.2003100134288625,3.3374808710610915,1.4287158430211226,4.717739183308941,3.011120683697685,-4.923284951238331,-3.0494163257004,5.49723522995747,1.4005836742996003,1.9772352299574698
1005115.0,3.4950612417512934,2.351834624295922,2.513017115276417,3.696168525031133,3.719552414507226,2.1210843393972825,-4.14155132126697,-6.579346170794075,5.49699539718442,-2.129346170794075,1.9769953971844196
1005542.0,0.4113646501178227,6.568618898290767,3.4902096834052942,3.839878431987856,2.142139353916665,1.6593719476152626,-1.539439607017803,-0.496445696265685,5.49659606649707,3.953554303734315,1.9765960664970703
2009568.0,3.165122875819187,6.776590351269663,3.5655274396198857,3.965443348451312,2.347341871045896,3.6807180483937763,-2.0119004352209386,-5.9173480756462,5.49562455527124,-1.4673480756461998,1.97562455527124
2007274.0,1.499442050940889,3.428737971008943,3.534819663307088,4.083706071103286,3.1262793548567966,2.8953156816872956,-3.4479237960079527,-2.3769867389881774,5.49448111260219,2.073013261011823,1.9744811126021902
2006868.0,3.192924737402815,4.825777211454431,3.377984064708694,2.2974218737234735,3.41560899072954,3.0815635237264796,-3.3092760031792343,-2.47251447635319,5.49292006324778,1.97748552364681,1.9729200632477801
2003962.0,0.5342175215401299,6.477418357659713,3.605830180011442,3.454415613744618,4.223807481980933,2.765318010179859,-3.059345428003206,-1.5454986319195074,5.49241718074657,2.904501368080493,1.9724171807465702
2006687.0,1.4467336311433125,6.860777681343308,1.9776311525466803,2.5871730021025328,6.997852904039791,1.8323811140693895,-2.873824755237512,-2.7473382037775,5.49230776932472,1.7026617962225004,1.9723077693247197
1005020.0,1.3710654505586524,2.452436157228056,1.8854982645547256,3.405353133882316,2.5199593192854453,0.764152504741434,-2.606187640541726,-0.49709086634859,5.49200050717011,3.95290913365141,1.9720005071701103
2006276.0,1.4034473894247745,4.911689666032472,3.6097310294926213,1.7099946773076906,2.7733503817993985,3.6493662297713274,-2.1089377183121796,-3.575872183163825,5.49092948420193,0.8741278168361752,1.9709294842019296
1002835.0,0.4049747858683987,4.067766662303762,3.61992358564359,1.6996121731064118,2.4331581857592,2.276787659440867,-3.6911115798041414,-1.0901610540338575,5.4904374727092,3.3598389459661426,1.9704374727091998
2000701.0,0.9540357081914017,4.756176959834697,3.276310895453758,1.965632601507177,2.4895486234985675,2.0253332825305734,-2.204515231437588,-0.5235243427196025,5.48999576777173,3.9264756572803976,1.9699957677717301
4545.0,3.817837601302367,6.234353264347568,3.523506557733008,3.1374875896819896,3.086337740782132,4.750682324203359,-0.391037398549158,-5.413366393962225,5.48843253759559,-0.9633663939622252,1.9684325375955898
1001136.0,2.872842379483166,6.403701055643918,3.5491335358261473,2.1483654593399146,2.6990715025425507,3.882095732618804,-1.7201474573209405,-4.945066111100575,5.48820142974628,-0.4950661111005745,1.9682014297462795
1000585.0,0.12853286852450618,5.498094707874971,3.8771042374450633,2.371951728149483,2.410375271603697,2.021220886487159,-5.327559191996945,-1.5594611300320176,5.48599169891986,2.8905388699679824,1.96599169891986
2005579.0,1.0529975749161484,6.613502290704286,3.6983551416294325,1.4112251059900423,2.950497143978782,3.7070646304973516,-2.4497291279832583,-4.626747388314425,5.4859073375617,-0.17674738831442482,1.9659073375616996
2007368.0,1.87352843297159,4.4285137973427675,3.4003055334084045,3.347741094574321,3.1648739512734534,3.041048904787044,-2.032799767965199,-1.7810467294128975,5.48568933066622,2.6689532705871026,1.9656893306662204
2002595.0,1.0814320326413531,4.181909469394095,3.8130485148066926,2.5083149602720156,3.188666821145733,3.9062876413802026,-2.0376457101277445,-5.959695943343125,5.48438717529112,-1.5096959433431252,1.9643871752911202
5653.0,2.784479417551573,5.76125983649719,3.38107593467102,3.696907778585835,2.5101864676377494,2.220388146847642,-4.631597368594188,-2.049147435239395,5.48417569182699,2.4008525647606054,1.96417569182699
1005176.0,2.0628197078561192,4.628424909130801,3.3523361004064487,3.2870549910819125,3.3802496740495886,3.0240192027962594,-1.869350755442778,-1.519950639858235,5.48368792343614,2.930049360141765,1.9636879234361397
484.0,1.773288419478241,2.8668622025226917,1.7302230486832082,3.1191202927411807,2.8966437461995085,1.5667017939357786,-2.24454412131406,-2.790991918244425,5.48189354756147,1.6590080817555752,1.9618935475614703
2004225.0,4.184596870302504,3.7144694512388043,1.7641002993146886,1.8103241598163957,4.761621759358941,1.9098490674721327,-2.4767469672215268,-3.260632252444825,5.48187464195607,1.1893677475551754,1.96187464195607
2923.0,3.8503140722700833,4.480954480355537,3.1624927002980727,1.4533977900638233,2.606737078457184,3.515443372869752,-1.0805834100995173,-1.386526861901695,5.48148558676247,3.0634731380983053,1.9614855867624699
2003568.0,1.4641584061634658,2.1998612630028527,1.6918253624296908,3.715131315512547,2.248636252988337,1.0335481659503112,-2.3214898967743873,-1.58423298447641,5.4810776932093,2.8657670155235904,1.9610776932092997
2007486.0,3.3288689973110963,4.5159615141265,3.548057244326197,2.4514247066015504,3.416057677129128,4.248112280956703,-1.0964252686445666,-6.137458115132925,5.48016941717811,-1.6874581151329249,1.9601694171781099
1972.0,2.2340405998476687,2.3064222357138497,3.608267794586513,1.8195829705629138,2.2720439532811487,3.8695480837515404,-2.3133483126570025,-3.9661749219395,5.47904343021812,0.48382507806050024,1.9590434302181197
2004594.0,2.1906984007960135,6.7458060397304385,3.3964272665492885,2.387255418908621,4.962558734488806,3.1819966036021756,-2.5037263468649904,-3.567875936172275,5.47849045852249,0.882124063827725,1.95849045852249
1006436.0,1.0588608531409442,6.064519445500996,3.320342736027138,1.9763659564640415,3.858933601470174,2.4121600870971793,-2.457680469703119,-0.49029390998053,5.47706460223046,3.9597060900194703,1.9570646022304596
2008863.0,3.2569067439966664,7.039248395653757,3.4307405623759335,2.597936050021006,3.4240145881976334,3.642836411087571,-0.9144590377552717,-2.2437438103591774,5.47528337773081,2.206256189640823,1.9552833777308103
2002389.0,1.351296085902552,6.129135882151185,3.1581891949976013,3.9787257558687736,4.784740621282592,2.6145814965058003,-1.085261341451035,-0.4515486676795725,5.47499061656428,3.998451332320428,1.9549906165642796
1003294.0,0.0865580044128737,5.484410581519458,3.844394006164063,1.7209543682516586,2.392322581793545,1.8861319821974378,-4.231685380816519,-0.924079324392825,5.47487646189502,3.5259206756071753,1.95487646189502
2007903.0,2.0973209653955793,5.72985754637663,3.50710731491309,1.3131195119762824,2.338451894862995,4.199483290388019,-1.1489583618197745,-3.4876963264245,5.47313757702589,0.9623036735755002,1.9531375770258896
2001715.0,2.8208982835001892,6.570753101922343,3.5257936606287843,1.652669194578711,3.982704207101881,4.235206188430723,-0.6641149951819776,-4.51094826821275,5.47304979348293,-0.06094826821274957,1.9530497934829296
2007800.0,2.0773740050436373,1.9330761890674582,2.099350532583381,3.851601169800449,2.7176484706011,2.050761005226557,-1.3838653560562972,-2.7774248946267,5.4704349705803,1.6725751053733,1.9504349705802997
2001513.0,3.894038219977416,5.819328237535425,3.5125738796804535,3.7907104326425003,1.7122218704961427,4.477957603580988,-1.4679724921144663,-7.590660275864625,5.47014039737622,-3.140660275864625,1.9501403973762197
2009323.0,2.869764685865633,5.441571541712308,3.3571336787374864,4.049750938186285,2.049593731206733,2.0833163209579078,-4.322521318161361,-2.352664873031235,5.46917564090742,2.097335126968765,1.9491756409074203
2002558.0,1.96910884066327,5.805639567710072,3.5235497452004245,2.121270219260647,4.438389204150174,3.766424833103201,-1.2895653080601586,-4.768661226730875,5.46811821930516,-0.3186612267308746,1.9481182193051603
1006838.0,2.287326837344926,4.727758906223587,3.1535291268827734,2.696595822052339,2.4409605022503236,2.2256413443555405,-2.0678077005910653,-0.7872598448565475,5.46658690197294,3.6627401551434526,1.9465869019729403
2001556.0,2.955974569338939,6.669493488358965,3.580518510854209,2.3143119106317114,2.831135948321238,3.92272401859363,-1.98318508175052,-6.679611306314075,5.46640551856711,-2.229611306314075,1.94640551856711
1007251.0,1.8496560365513262,4.311702471084695,3.5544866335435996,1.22507739052768,2.852592845953606,4.13133890090133,-1.3871989846268757,-3.895426907350075,5.46552526657321,0.554573092649925,1.9455252665732101
2003016.0,3.3105342283061976,4.409891352650715,3.4424335813039844,0.967071332057334,2.079736869786058,3.658716411825875,-4.0031519944562906,-5.0295488099132,5.46414080478599,-0.5795488099131996,1.9441408047859903
2004436.0,1.2443197439871228,3.572473711840615,3.764371803427383,2.5923259262878404,2.04282053854499,3.5891510920304275,-3.5324356566384836,-6.2664555421755,5.46325264033208,-1.8164555421754995,1.9432526403320796
2000135.0,3.5336186925415705,2.7536398546035854,2.8342201891788346,4.158723184712023,1.9470528209346374,2.3107477454489604,-1.719228030789171,-1.01245109699365,5.46288007703888,3.43754890300635,1.9428800770388803
