sim_id,p_NiNi_phi0,p_NiNi_gamma,p_NiNi_r0,d_Ni_rho0,d_Ni_beta,d_Ni_r0,e_Ni_F0,Ni_fcc.E_coh,Ni_fcc.a0,Ni_fcc.c11,Ni_fcc.c12,Ni_fcc.c44,Ni_fcc.B,Ni_fcc.G,Ni_fcc.vac,Ni_fcc.100s,Ni_fcc.110s,Ni_fcc.111s,E_Ni_fcc_bcc,E_Ni_fcc_dia,Ni_fcc.E_coh.err,Ni_fcc.a0.err,Ni_fcc.c11.err,Ni_fcc.c12.err,Ni_fcc.c44.err,Ni_fcc.B.err,Ni_fcc.G.err,Ni_fcc.vac.err,Ni_fcc.100s.err,Ni_fcc.110s.err,Ni_fcc.111s.err,E_Ni_fcc_bcc.err,E_Ni_fcc_dia.err
sim_id,param,param,param,param,param,param,param,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,err,err,err,err,err,err,err,err,err,err,err,err,err
02_003804,3.2950525130184314,3.800854892894373,1.8185610516808368,0.9968992889155404,2.076338277869261,2.0915060603892,-2.643197152391615,-4.477571651178375,3.43508224178073,198.254648719739,150.351980243067,79.5170045837811,166.31953640195766,23.951334238336003,1.2948700975001657,0.09005701807496422,0.09970654375342426,0.08112462604055419,0.03053644911958564,1.1445650356701629,-0.027571651178375234,-0.08491775821926995,-62.74535128026099,-0.648019756932996,-52.4829954162189,-21.680463598042337,-77.048665761664,-0.3051299024998344,-0.05774298192503577,-0.02579345624657574,-0.07027537395944582,-0.09946355088041436,-0.6554349643298372
00_000485,2.6418641554970796,4.90042005038685,2.0483522819474844,1.3427246287219317,3.038459538293771,2.0759344700488476,-3.120932244848678,-4.922957790669275,3.45453689839425,407.936026540119,297.109311474559,139.700596804258,334.0515498297456,55.41335753278,1.3739848259884866,0.09173449251369725,0.10131116784594048,0.07895295421893679,0.07744710960395995,1.2564345499904626,-0.472957790669275,-0.06546310160574986,146.93602654011897,146.10931147455898,7.700596804257998,146.05154982974562,-45.58664246722,-0.2260151740115135,-0.056065507486302735,-0.024188832154059522,-0.07244704578106322,-0.05255289039604005,-0.5435654500095375
01_000503,2.6800092050292963,5.9936513651710435,2.0257806306137662,1.6214589110952864,3.201160063406559,1.561578691353087,-4.053814978819969,-3.0786026264387,3.4856752666603,391.610159417875,265.610094732357,150.261049211388,307.61011629419636,63.000032342759,1.0002915213779033,0.06354817327190322,0.07035089167631245,0.05444158882805901,0.08070813219239525,0.9017669893489124,1.3713973735613,-0.034324733339699876,130.61015941787502,114.61009473235703,18.261049211388013,119.61011629419636,-37.999967657241,-0.5997084786220968,-0.08425182672809677,-0.05514910832368755,-0.096958411171941,-0.04929186780760475,-0.8982330106510876
01_002552,2.295318310635354,6.0885651981431295,2.0024594967739144,1.3788743838978654,3.207724570206977,1.4712517081588565,-5.084209249167461,-3.47556279015785,3.38308940396678,241.71409105038,157.061482650169,86.9296791650993,185.2790187835727,42.3263042001055,1.1405038282468922,0.07704631122627811,0.085226358510837,0.0662763116207425,0.08773574273362472,1.0251108788824372,0.9744372098421503,-0.13691059603321998,-19.285908949619994,6.061482650169012,-45.0703208349007,-2.7209812164273046,-58.6736957998945,-0.45949617175310786,-0.07075368877372187,-0.040273641489163,-0.0851236883792575,-0.04226425726637528,-0.7748891211175628
02_003810,1.760482138861543,4.644762081006156,2.151679353604596,2.421487785464223,2.6890502701853816,2.105928351478915,-2.164346461252777,-4.7889032365184,3.53885566498648,384.108848200125,279.659760518937,143.266533509085,314.47612307933304,52.22454384059401,1.4136151804877954,0.08920329925564668,0.09860021345783754,0.0774565210516134,0.06629160978130955,1.286518474562175,-0.3389032365183997,0.018855664986479947,123.10884820012501,128.659760518937,11.266533509085008,126.47612307933304,-48.77545615940599,-0.18638481951220465,-0.0585967007443533,-0.026899786542162463,-0.07394347894838661,-0.06370839021869046,-0.5134815254378251
00_001489,2.0789804049756393,5.248798413871348,2.0959453392697287,1.5857618099723567,3.0151600789159487,1.60034147667559,-4.8284054563405725,-3.9572086309636,3.50779115747857,405.67269936881,286.774043191149,150.113351896302,326.40692858370267,59.4493280888305,1.1990949116422485,0.07629521418471312,0.08435780015258246,0.06561782221922514,0.07672551713505493,1.0898244841163,0.4927913690364001,-0.012208842521430174,144.67269936881002,135.77404319114902,18.113351896301992,138.40692858370267,-41.5506719111695,-0.4009050883577516,-0.07150478581528687,-0.04114219984741754,-0.08578217778077486,-0.05327448286494507,-0.7101755158837
01_003063,2.069521996084659,5.14476337742857,1.9985966232446457,2.8199398594152423,2.5052551028064594,1.7686817722357815,-1.6735132551695602,-2.96004821361005,3.51031522461778,257.806025230193,178.404752065854,106.906691194902,204.87184312063368,39.70063658216948,0.9972069194943742,0.06269039123013515,0.06930183859453201,0.054975453608957434,0.04970520425999503,0.8932291967947252,1.48995178638995,-0.009684775382220234,-3.1939747698070278,27.404752065854012,-25.093308805098005,16.871843120633685,-61.29936341783052,-0.6027930805056259,-0.08510960876986484,-0.05619816140546799,-0.09642454639104257,-0.08029479574000498,-0.9067708032052748
01_003066,2.1288341218784996,5.9338973039187515,2.0516596215920186,3.2554549610823305,2.799618475553478,1.5537149333074054,-2.0700527009056486,-2.561852724426025,3.55180873824731,284.891736403087,189.219799419569,117.398833026658,221.11044508074167,47.835968491759004,0.8954318566686652,0.05421985125290363,0.059976394843557976,0.046914831509311555,0.0636668411792849,0.8005139367076375,1.8881472755739752,0.03180873824730979,23.89173640308701,38.219799419569,-14.601166973342004,33.11044508074167,-53.164031508240996,-0.7045681433313349,-0.09358014874709636,-0.06552360515644202,-0.10448516849068845,-0.06633315882071511,-0.9994860632923626
02_001771,2.055577984863752,4.8907149381202535,2.0254518649767435,1.3596990294055051,2.4600792120923893,1.6781727384273168,-3.502380234556345,-3.952737103593225,3.48426553297982,321.819503447503,226.919212022876,132.096701390683,258.55264249775166,47.4501457123135,1.2956210939601078,0.08338244549424688,0.09217307410312978,0.07339012432281222,0.05768051447361522,1.1614109899574876,0.4972628964067751,-0.035734467020180016,60.819503447502996,75.919212022876,0.09670139068299477,70.55264249775166,-53.5498542876865,-0.30437890603989226,-0.06441755450575311,-0.033326925896870224,-0.07800987567718778,-0.07231948552638479,-0.6385890100425125
