sim_id,SiSiSi_epsilon,SiSiSi_sigma,SiSiSi_a,SiSiSi_lambda,SiSiSi_gamma,SiSiSi_costheta0,SiSiSi_A,SiSiSi_B,SiSiSi_p,SiSiSi_q,SiSiSi_tol,Si_dia.E_coh,Si_dia.a0,Si_dia.c11,Si_dia.c12,Si_dia.c44,Si_dia.B,Si_dia.vac,Si_dia.E_coh.err,Si_dia.a0.err,Si_dia.c11.err,Si_dia.c12.err,Si_dia.c44.err,Si_dia.B.err,Si_dia.vac.err
sim_id,param,param,param,param,param,param,param,param,param,param,param,qoi,qoi,qoi,qoi,qoi,qoi,qoi,err,err,err,err,err,err,err
04_003706,2.1769730571444574,2.486554144137822,1.766601801515593,14.834514478442038,1.5838484268593709,-0.3333333333333333,10.874945076719161,1.0372361145339728,4.0,0.0,0.0,-4.054211670296725,6.92687651273509,-300.625932007096,268.074185494334,-730.540197035237,78.507479660524,4.054211698765926,0.5757883297032746,1.4968765127350903,-466.625932007096,204.07418549433402,-810.540197035237,-20.492520339476002,0.4542116987659255
04_003713,2.220121892777953,1.9064519503785942,1.7734257753914668,20.202712601819876,1.8604001339099276,-0.3333333333333333,9.430240676198826,0.8625956835327272,4.0,0.0,0.0,-4.310802994383725,5.1765048753504,146.570197750407,109.695457950875,34.4107997260129,121.98703788405233,4.31080300467886,0.3191970056162745,-0.2534951246496,-19.429802249592996,45.695457950874996,-45.5892002739871,22.987037884052327,0.7108030046788598
04_003720,2.209442730242231,1.7829986520430479,1.7919763363051662,32.257201981326986,1.732585351583444,-0.3333333333333333,7.4390780060280965,0.7569614801906108,4.0,0.0,0.0,-3.931093716124475,4.77207683599773,87.7940166479675,14.1297209484037,57.6001241356154,38.68448618159163,3.9310937721551227,0.6989062838755249,-0.6579231640022698,-78.2059833520325,-49.8702790515963,-22.399875864384597,-60.31551381840837,0.3310937721551226
04_003722,2.123008855643315,1.8440048870732428,1.7364133846409775,25.125798612345317,1.6326132298732534,-0.3333333333333333,11.022578302166442,0.8971512946788721,4.0,0.0,0.0,-4.174047622331113,4.98539524448915,139.142595150042,66.6525545006152,62.7194452035713,90.81590138375748,4.174047636288265,0.4559523776688872,-0.44460475551084944,-26.857404849957987,2.652554500615196,-17.280554796428703,-8.184098616242522,0.5740476362882645
04_003731,2.1209115394249807,2.3762544295698995,1.5637524172273884,31.776822117784246,1.4978715494055,-0.3333333333333333,13.08183360096837,0.6173733698720499,4.0,0.0,0.0,-3.8995583057561625,5.77836090935895,222.736593248555,266.852485724667,-45.7643613711084,252.14718823262967,3.899558322237908,0.7304416942438374,0.34836090935895037,56.73659324855501,202.85248572466702,-125.76436137110841,153.14718823262967,0.2995583222379081
04_003732,2.095376265711619,3.067780414606678,1.5612775511348154,31.493172024396564,1.7814168975139233,-0.3333333333333333,10.136643150129107,0.4999441598782756,4.0,0.0,0.0,-3.603575795703125,7.21816906108016,363.142895000055,579.905427701306,-414.210278981673,507.6512501342224,3.603575796895825,1.026424204296875,1.7881690610801604,197.14289500005498,515.905427701306,-494.210278981673,408.6512501342224,0.0035757968958249897
04_003733,2.182691358532191,3.256471753389002,1.7935579209509915,25.88680540095901,1.8273627924142526,-0.3333333333333333,7.50861517645059,0.7935655509503254,4.0,0.0,0.0,-3.80141218639545,8.78109402065346,2733.77074999734,3142.81849451363,-222.376269512856,3006.4692463415336,3.8014121916587555,0.8285878136045497,3.351094020653461,2567.77074999734,3078.81849451363,-302.37626951285597,2907.4692463415336,0.20141219165875546
04_003741,2.2125681928780394,1.7407027125871966,1.7437383034393987,23.979805425490532,1.6757138164178658,-0.3333333333333333,11.855746349083452,1.0633796842509182,4.0,0.0,0.0,-4.063644092494887,4.83700819392718,116.200487551395,15.0082402513363,79.0081261905341,48.73898935135586,4.063644134842775,0.5663559075051126,-0.5929918060728196,-49.799512448605,-48.991759748663696,-0.9918738094659005,-50.26101064864414,0.4636441348427751
04_003745,2.2605441052504385,2.1746764727868646,1.7347773684603618,10.05318781432919,1.9548575094488712,-0.3333333333333333,15.14835737515269,1.3302531913934839,4.0,0.0,0.0,-3.9690520116205126,6.23405427730544,394.660600007046,659.163215500302,-308.571810658947,570.99567700255,3.969052022154301,0.6609479883794873,0.8040542773054407,228.660600007046,595.163215500302,-388.571810658947,471.99567700255,0.369052022154301
04_003747,2.1690901528192197,2.015126728877145,1.677201162197974,32.228258752811925,1.1700884325799024,-0.3333333333333333,11.412421768799028,0.6451754076082448,4.0,0.0,0.0,-4.898593744932625,5.09923921016565,181.609439250314,84.990166350326,78.2883797997137,117.196590650322,4.898593770704338,-0.268593744932625,-0.33076078983434964,15.609439250314011,20.990166350326007,-1.7116202002863048,18.196590650321994,1.2985937707043376
04_003752,2.1929546948997167,2.562277144718001,1.4538876706829718,28.172637706151992,0.915757471234226,-0.3333333333333333,12.569088510149435,0.42689238130549306,4.0,0.0,0.0,-3.620488718913225,5.69238301948616,252.13199705031,185.318001150154,55.4272493704981,207.58933311687267,3.6204888760323684,1.009511281086775,0.26238301948616005,86.13199705030999,121.318001150154,-24.572750629501897,108.58933311687267,0.020488876032368264
04_003753,2.068492945050397,2.285035895900889,1.7120822156245559,32.45711772821184,1.6154750034773688,-0.3333333333333333,11.207713638797838,0.8612933833246017,4.0,0.0,0.0,-3.9745487002366877,6.09878681704695,238.526522100437,335.8733592293,-105.547767567284,303.424413519679,3.9745487741498664,0.6554512997633122,0.66878681704695,72.526522100437,271.8733592293,-185.54776756728398,204.42441351967898,0.3745487741498663
04_003762,2.152698122539849,2.3293171994039747,1.5750989800345283,22.778795423249463,1.644109153833517,-0.3333333333333333,17.213973558970018,0.8500680208297164,4.0,0.0,0.0,-3.7985455078145125,5.96782198252887,342.282860446722,490.062795503763,-163.284189584352,440.80281715141604,3.7985455440151554,0.8314544921854874,0.5378219825288699,176.282860446722,426.062795503763,-243.284189584352,341.80281715141604,0.19854554401515534
04_003763,2.1137559486836666,2.2065176238605835,1.6019520513858656,26.912062921205855,1.0566000431559242,-0.3333333333333333,10.171586973523857,0.3913934491572145,4.0,0.0,0.0,-4.972744471044837,5.06303229265949,162.844263549778,49.1321124754905,81.8144914503288,87.03616283358633,4.972744471690021,-0.3427444710448375,-0.36696770734050954,-3.155736450222008,-14.867887524509499,1.814491450328802,-11.963837166413668,1.3727444716900208
