sim_id,p_NiNi_phi0,p_NiNi_gamma,p_NiNi_r0,d_Ni_rho0,d_Ni_beta,d_Ni_r0,e_Ni_F0,Ni_fcc.E_coh,Ni_fcc.a0,Ni_fcc.E_coh.err,Ni_fcc.a0.err
sim_id,param,param,param,param,param,param,param,qoi,qoi,err,err
0,1.65564181884,6.55780777777,3.38667140399,2.22075727139,6.56308189653,1.89177530678,-4.79779351389,-0.33966144863068,6.56671420168705,4.1103385513693205,3.0467142016870503
1,1.7539050437,3.83226475273,2.93841832138,2.28718545947,4.13859231513,2.69443469245,-4.50734973488,-5.69264318059915,9.9102773659775,-1.24264318059915,6.3902773659775
3,1.23920613432,3.75475745377,2.88163289508,1.33130574164,3.31046988438,2.6820182041,-3.03999811184,-2.8583730395625,4.50511099253905,1.5916269604375,0.9851109925390502
7,3.36411185698,3.7393052433,4.75945844345,1.805581944,6.26188499462,3.42253703759,-1.93653757651,-14.1345565467076,6.5656789000001,-9.6845565467076,3.0456789000001003
8,2.28576083578,2.15693745332,4.35545987047,1.09442195158,6.30630501699,3.1742512692,-0.973723878289,-2.637281743992575,6.5656789000001,1.8127182560074253,3.0456789000001003
9,2.52249663164,2.78832564089,4.36703948955,3.81151245482,5.44727213919,1.21512758816,-1.77476908894,-0.02144007959664265,6.5656789000001,4.428559920403358,3.0456789000001003
10,1.28358986579,5.47086818311,2.43491892608,1.34512270885,2.34037339582,3.74709827101,-2.55334435556,-41.00680931564,3.32121903863625,-36.556809315639995,-0.19878096136375012
13,1.40347262896,2.9647355797,4.42182736694,1.91798596219,6.06008728417,3.90523155336,-4.56069467974,-122.48403695850125,6.5656789000001,-118.03403695850125,3.0456789000001003
15,3.59284373071,2.22882963347,4.92202852556,1.33467785171,4.22905592601,3.24637419819,-4.5939255691,-3.010886976260575,6.5656789000001,1.439113023739425,3.0456789000001003
16,1.49617589982,6.76457878729,3.3923833432,2.67089618252,5.91705988214,4.74298130898,-4.92542066154,-24218.718984498424,3.19776826670512,-24214.268984498423,-0.32223173329487986
17,1.82769861987,3.70015168683,2.30106075001,1.23669141813,3.80341008104,1.89634899049,-3.261033062,-0.77268556434918,5.98173435883087,3.6773144356508203,2.46173435883087
18,3.11081520107,3.7007596661,3.54217657993,3.49356025048,3.86445318792,2.4971613388,-0.256590553306,-0.0476938482225765,6.5656789000001,4.402306151777424,3.0456789000001003
19,1.65247238535,6.36463395192,3.71554833837,2.67260382549,5.97667707925,4.14569039412,-2.82915394168,-166.73043831030625,6.20811019325857,-162.28043831030627,2.6881101932585696
20,1.8819029174,4.97371824128,4.32640883118,2.35278587818,5.46554294973,1.29888872787,-4.88485800931,-0.058130327611765,6.5656789000001,4.391869672388236,3.0456789000001003
21,2.11447834611,4.86508052697,4.7126766473,3.8290970306,3.53599173854,2.60367475858,-2.33081520336,-0.47834130872914,6.5656789000001,3.9716586912708602,3.0456789000001003
22,0.467701871939,3.38490727305,4.79175232934,1.31522996191,3.97201829053,3.66462811339,-1.68048596324,-2.0384608057999376,6.5656789000001,2.4115391942000626,3.0456789000001003
25,1.56532906873,4.54938022361,3.32445478333,3.41187283243,5.87426719759,2.95595881922,-4.35942205498,-7.71509766337095,6.5656789000001,-3.26509766337095,3.0456789000001003
26,2.95253788556,5.14273757079,4.09173180016,2.19287313404,4.88060800675,2.89098558021,-4.61390568755,-2.788694494555275,6.5656789000001,1.6613055054447252,3.0456789000001003
27,2.46434631191,4.95261553067,4.720115268,2.99878339663,2.20316458063,4.65001046049,-0.398659513119,-0.4124065352000575,6.5656789000001,4.037593464799943,3.0456789000001003
29,1.91474306574,6.47777321242,2.37122401659,3.209139345,5.97977278875,2.77962382021,-1.49676624059,-20.790093613664926,3.25708698866363,-16.340093613664926,-0.26291301133637024
30,0.280083742075,2.55245540349,2.85769184436,3.29612584599,2.42536557756,1.3575524185,-2.31444854439,-0.8410106180268875,4.4074995194517,3.608989381973113,0.8874995194516999
31,2.57726880853,4.42499358226,4.51602172996,2.00818811987,2.93518387376,4.56039702485,-1.13659070988,-2.3091811631366275,6.5656789000001,2.1408188368633727,3.0456789000001003
32,2.36378031734,2.65147746208,4.26794743775,2.3648273974,4.36385135328,3.55252907993,-1.67394707673,-3.179783532283225,6.5656789000001,1.270216467716775,3.0456789000001003
33,0.761037251417,3.76713377872,3.25608008648,3.19647383279,5.61616681939,1.60668947205,-4.11805273633,-0.13304265637130724,6.5656789000001,4.316957343628693,3.0456789000001003
35,0.541314718908,4.26490673159,4.44436661412,1.39980256896,3.2629831287,3.07127736875,-4.40178908294,-1.03832896465071,6.5656789000001,3.4116710353492903,3.0456789000001003
36,0.947809942943,6.97296622652,1.67410564299,2.6313869768,2.19248195386,1.47867383943,-3.07934366599,-12.312466438772725,2.41111292955129,-7.862466438772725,-1.1088870704487102
37,3.14899144131,5.31591612433,4.09985277023,3.02493382645,4.02613472816,1.8208118588,-3.00897977326,-0.14286783720449875,6.5656789000001,4.307132162795502,3.0456789000001003
38,3.9297275602,2.2398208003,4.08271877534,2.8838906325,6.22893598379,1.85410490935,-1.11368538843,-0.07528691723050025,6.5656789000001,4.3747130827694996,3.0456789000001003
39,3.68717071718,3.80902453695,3.43646765633,2.08492795267,2.58542877191,4.83275663998,-3.76011782306,-93.37771090591525,4.51870591006906,-88.92771090591525,0.9987059100690598
44,2.27637063875,5.48537965726,2.24056448136,2.48048116033,2.04807535441,4.86383646004,-2.86368852005,-274.3019334497175,2.63596248923571,-269.85193344971754,-0.8840375107642902
