sim_id,p_AlAl_phi0,p_AlAl_gamma,p_AlAl_r0,d_Al_rho0,d_Al_beta,d_Al_r0,e_Al_F0,Al_fcc.E_coh,Al_fcc.a0,Al_fcc.E_coh.err,Al_fcc.a0.err
sim_id,param,param,param,param,param,param,param,qoi,qoi,err,err
130.0,0.07678219788724254,6.127113924988588,4.39915999244533,1.8956898087578975,3.143087475740787,2.955233959837409,-4.755779227629112,-1.776465476102765,6.13200824565359,1.583534523897235,2.08200824565359
151.0,1.3669951400209057,4.872034960901567,3.211115386229442,3.0831817480285824,3.029617063875596,1.3727668322977977,-1.5450573786196005,-0.06518393908964375,6.13302809666685,3.2948160609103563,2.08302809666685
53.0,3.716411781928449,6.214208634306611,3.731937845385741,2.1163101626065393,2.6908011813617088,2.6131967169840937,-4.540815482584758,-1.4704097462410775,6.1331538393825,1.8895902537589224,2.0831538393824998
67.0,3.830172599709152,6.9021640196004395,4.110715953385118,3.326528951099364,4.667178549979459,4.408450910320597,-3.841760922032754,-51.3387189519185,6.13474782473974,-47.9787189519185,2.0847478247397397
10.0,0.8808628469642846,3.7649995292625946,2.9533608595315193,1.6468109076648973,3.2844687835090554,1.799556588802718,-0.947424494496369,-0.03738898801172075,6.12946584261715,3.322611011988279,2.07946584261715
11.0,1.6029645374157198,5.315869897366302,3.2167581100387213,2.8732332115828747,4.14511824178832,2.2883285445884125,-0.9942194704627623,-0.085310933053837,6.12929827633371,3.274689066946163,2.0792982763337102
71.0,0.6521031400939077,2.7536823054322377,3.8592848974421448,2.5392909963403216,2.286214609727349,2.723953052561828,-2.4628349515142864,-0.9696047361185675,6.13905417997685,2.3903952638814325,2.0890541799768503
23.0,1.4318238705947368,6.801681834738943,3.8857023379099074,2.4501639452626827,2.4915257754558997,2.4532357717350006,-4.0301653964146755,-1.38979537429383,6.123797547142,1.9702046257061698,2.073797547142
75.0,1.6233387116692075,6.453720607962596,3.5017499425121197,2.5012122629238838,3.01453129716937,1.14282332850521,-4.274807970645044,-0.1317713840964055,6.12372738123928,3.2282286159035944,2.07372738123928
50.0,1.4748105524229076,6.409242925046279,3.751965258505458,3.2120552928831803,2.004630415750362,1.2640293641782718,-4.045544311827772,-0.69130308388169,6.14013893751894,2.66869691611831,2.0901389375189403
50.0,2.2340038010931575,3.081233331954219,2.0201577965670445,3.5775482704296095,4.204126949503047,1.0038177879189503,-3.3543878136631466,-0.0183497111758823,6.12282013113843,3.3416502888241175,2.07282013113843
119.0,0.974944014560701,3.8504251533633,3.7561566287408574,3.924541502959259,2.9613753127235753,2.997894449243861,-1.6603842982477097,-0.87731984786125,6.12076255466245,2.48268015213875,2.0707625546624504
24.0,3.756540416895555,6.546471741914075,3.479076433641538,3.4725283045871143,3.248927492658159,1.8025800520602653,-3.278957887198821,-0.25043297222015,6.11906848061427,3.1095670277798497,2.06906848061427
133.0,3.140330486047254,6.350391657733416,3.721192986963809,1.52421038664485,3.2111452294277685,3.2137438711574795,-2.0191895668460482,-0.9858372293697375,6.14424615297384,2.3741627706302624,2.09424615297384
52.0,3.117504323437088,6.233270512251335,3.3502519321052633,1.272429820678291,2.9167854571799294,2.096958849459373,-1.1617297038452974,-0.1184285120495775,6.11578208323612,3.2415714879504223,2.06578208323612
32.0,3.7570305761868714,4.629056651285003,3.0750217614466364,3.0510022548735263,2.542120308569819,1.1693703333087786,-2.126855772388972,-0.13575694134869,6.11543794010211,3.22424305865131,2.06543794010211
18.0,0.08683349910327443,6.678278205406928,4.191669404214165,1.029538152684324,2.2678509778602005,2.0689289357250176,-3.713897545718299,-0.6236255403643,6.14768531841323,2.7363744596357,2.0976853184132302
110.0,0.9375585337294176,3.951730479269717,3.603856873869786,3.1628000241198446,2.0531104337467623,1.3185399796120092,-3.659843859228997,-0.5179211949164975,6.14858131931729,2.8420788050835024,2.09858131931729
116.0,2.729299097055869,3.7071001604435274,3.029838075778558,2.196398779001037,4.168031011884329,2.340636834939167,-3.7296129554921986,-0.2824787642153625,6.11442380879989,3.0775212357846375,2.06442380879989
116.0,2.9094584412366493,6.603954696467282,3.8102015302884045,1.500084137894797,2.422992881727719,3.0366448531100745,-3.3078704931753555,-1.9198843019569174,6.11437415354662,1.4401156980430825,2.06437415354662
141.0,2.4734910192316693,5.94016554730374,3.5015586211600813,2.380449600365712,2.403342550431706,1.201834256778656,-4.074350740957016,-0.321656534326175,6.11384751065326,3.038343465673825,2.06384751065326
77.0,1.0919760064234711,2.981187663727758,3.131115920717958,2.1146367705080307,3.5995706075983844,3.3551146234838747,-0.34696942218824045,-0.16610297771179625,6.14932566102697,3.1938970222882035,2.0993256610269704
82.0,0.9451792975477209,6.77142461288129,3.870959601686418,2.009246130335867,2.464843894658491,2.1312972371769567,-4.0909281275674605,-0.8879457781341775,6.11342975843274,2.4720542218658226,2.06342975843274
6.0,3.549828981002466,6.341249068918525,3.430075355442648,1.658669032804446,3.549643140010493,2.6612180411953563,-1.1849909895424005,-0.21018945709181025,6.11316913709206,3.1498105429081895,2.0631691370920597
10.0,0.7251934127301186,4.02063792470295,4.2270186162835595,3.3107431122089164,2.1549564444779534,3.2839640930093306,-4.408188092147393,-4.626933965014975,6.14994395091039,-1.266933965014975,2.09994395091039
88.0,3.6833319845707377,6.699930096342032,3.9823166068498153,3.915963946789767,2.073042170206648,3.47421771256595,-3.956775030477882,-6.72449126197485,6.15011685279546,-3.3644912619748504,2.10011685279546
21.0,1.9256741389215888,5.934324572273006,3.0208718953474603,1.1303075754285592,3.1028728706437256,2.461307279765759,-0.08211781607294544,-0.010856262862043326,6.15218019374194,3.3491437371379567,2.1021801937419404
121.0,0.12283189077336318,6.25467656269743,3.938024196625175,3.9233840343852124,3.263945963734156,1.377311773332278,-4.553394854495303,-0.1807155995646925,6.11066275468498,3.1792844004353076,2.06066275468498
79.0,2.4936999976457708,4.863495838030625,3.7040838762108685,3.809203414608151,2.4332540469222272,2.661325915224787,-3.044173014246943,-1.60877747064181,6.11061747814465,1.7512225293581898,2.06061747814465
49.0,2.684683739489237,2.8087445045159978,4.248876574647892,3.5426619149425833,2.287318719523912,4.434871055948915,-3.7672484588141426,-12.916772347159775,6.10904080404003,-9.556772347159775,2.0590408040400305
37.0,1.8739101333632302,5.029637044667301,2.586758466884378,2.454375800854084,3.6816588064806215,1.1690953161526072,-0.33042143856611617,-0.003977868547728575,6.1077957944948,3.356022131452271,2.0577957944948
99.0,3.672230047578801,4.2395957697576785,3.3567585203579062,2.9781868541449406,2.2955326446089357,1.7017281444675358,-4.199779963124881,-0.687295267108825,6.10756570440103,2.672704732891175,2.0575657044010303
22.0,0.9497625217446558,6.943870414978051,3.846527933831358,2.6090982524909507,3.356912329939541,2.484720226645716,-3.499471532946443,-0.6713385353545925,6.10569827858793,2.6886614646454072,2.05569827858793
0.0,0.27440695096269846,3.523424509348041,4.188430397830112,1.3087972622489181,2.629649338885709,2.9182615828073555,-3.7188038480423495,-1.14493873341347,6.15801075833295,2.21506126658653,2.1080107583329504
31.0,1.9198186037186449,3.5071950145981865,3.866835073215418,1.8434145524530647,3.5284443857916075,3.522335634315871,-4.148253002380278,-2.80834389376325,6.10391552377852,0.55165610623675,2.05391552377852
34.0,1.7690047002565044,4.128059112826465,3.525321188959468,1.9446651238365054,2.7084460532231813,2.3061333896389526,-3.2288337427000857,-0.5391492584618175,6.15972397100052,2.8208507415381825,2.10972397100052
115.0,3.357452738154315,4.385594915578777,3.314428524848117,2.1315559041042094,3.768233859784413,3.707199091965159,-0.39655079716247155,-0.458751153844985,6.10304263511884,2.9012488461550148,2.0530426351188398
141.0,1.233560150063953,6.191408493584899,4.1439643287186705,3.8515671358525854,2.66021758822997,3.3393830199762458,-4.917469645542162,-5.580377048475025,6.16050354139401,-2.2203770484750254,2.11050354139401
84.0,1.2526704731780942,6.925753403059264,4.176622562696386,2.489736771484314,2.0370675187913583,4.301161393870065,-2.529037048991916,-7.99791155070975,6.16142542911642,-4.637911550709751,2.1114254291164203
136.0,3.8641443301704936,6.853760041516835,3.9498853569800088,2.5815381627649145,2.654830491461537,3.6074119351546803,-4.235373411202995,-6.236668588181475,6.10150908770733,-2.876668588181475,2.0515090877073305
74.0,0.6608524301326575,6.800722670554208,3.8601727399097583,1.731307476217363,2.6267744104480415,2.3783692683254536,-1.9163799014348073,-0.42939785365291,6.16256972819828,2.93060214634709,2.11256972819828
19.0,3.70676404558964,4.352421588427915,3.2850684179979166,1.448526801473262,3.1125462800677015,2.694633560544404,-2.045893069141878,-0.4094606546212925,6.09904119208566,2.9505393453787074,2.04904119208566
37.0,2.5620840723936524,3.930158071479618,3.3048504375918233,3.6766716729771063,2.474599755049803,2.549187448858004,-1.1377494224433167,-0.4645035290294925,6.09651274932711,2.8954964709705076,2.0465127493271105
