sim_id,p_NiNi_a,p_NiNi_D0,p_NiNi_r0,d_Ni_rho0,d_Ni_beta,d_Ni_r0,e_Ni_latticetype,e_Ni_ecoh,e_Ni_B,e_Ni_a0,Ni_fcc.E_coh,Ni_fcc.a0,Ni_fcc.E_coh.err,Ni_fcc.a0.err
sim_id,param,param,param,param,param,param,param,param,param,param,qoi,qoi,err,err
37644.0,1.9483343937140902,0.018549755890969633,2.489015869776647,2.0384533174640684,5.874074889600905,2.489015869776647,fcc,-4.45,188.0,3.52,-4.45040145816835,3.5193375604095,-0.0004014581683495777,-0.0006624395905001634
4896.0,1.8793505539948718,0.010063522165324024,2.489015869776647,2.3955981368338746,6.252884059795118,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450294519037,3.51923419592293,-0.00029451903699939663,-0.0007658040770701646
4909.0,1.8668291418041,0.011562146304683107,2.489015869776647,3.475347064430929,3.3193887319618893,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450345805111825,3.51942113514406,-0.00034580511182458196,-0.0005788648559401643
4950.0,1.8761924029375623,0.0054360140530259615,2.489015869776647,1.8577566430446995,3.2353537690223346,2.489015869776647,fcc,-4.45,188.0,3.52,-4.45013767174355,3.52041598837894,-0.00013767174355017175,0.00041598837893985774
37738.0,1.4726810778755395,0.007841697468552344,2.489015869776647,1.5758358137075326,5.2989028868381585,2.489015869776647,fcc,-4.45,188.0,3.52,-4.451188396279975,3.51955418144923,-0.0011883962799750236,-0.0004458185507698609
37748.0,1.8890865881737948,0.03527614440078908,2.489015869776647,2.3667751144495544,3.1643994444559667,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450894802125375,3.5195990504782,-0.0008948021253747385,-0.00040094952179980936
5038.0,1.8151864724266547,0.04523548569000868,2.489015869776647,1.9984682600944383,2.4328295326163207,2.489015869776647,fcc,-4.45,188.0,3.52,-4.45142397460395,3.52006693536159,-0.001423974603949496,6.693536158985935e-05
37884.0,1.9102072698358574,0.04395344640432597,2.489015869776647,3.8130526603032107,2.1889337291892006,2.489015869776647,fcc,-4.45,188.0,3.52,-4.451003058602425,3.51964157709859,-0.0010030586024249999,-0.0003584229014101936
5170.0,1.6842406973852264,0.016273091142599228,2.489015869776647,1.8959089517442638,3.592547564492545,2.489015869776647,fcc,-4.45,188.0,3.52,-4.45097988040285,3.5198390177057,-0.0009798804028502417,-0.00016098229429983846
38037.0,1.930845301978919,0.029280509029484425,2.489015869776647,1.1137424454071718,4.880045055390242,2.489015869776647,fcc,-4.45,188.0,3.52,-4.45055552896415,3.5202770617905,-0.0005555289641501204,0.00027706179049991064
38193.0,1.5922986613844683,0.014162729517777195,2.489015869776647,3.5701007216663507,2.086567960921217,2.489015869776647,fcc,-4.45,188.0,3.52,-4.451249814554325,3.52005126119241,-0.001249814554324935,5.126119240994598e-05
38195.0,1.9839162751296862,0.06754008763295771,2.489015869776647,2.016128062531245,3.02512751942746,2.489015869776647,fcc,-4.45,188.0,3.52,-4.451068768369775,3.51961846694357,-0.0010687683697749861,-0.0003815330564300723
38238.0,1.654178807031307,0.00808661412255518,2.489015869776647,3.9240880898519803,4.578675278145921,2.489015869776647,fcc,-4.45,188.0,3.52,-4.4505959854551,3.51900384116316,-0.0005959854550994237,-0.0009961588368399
38297.0,1.9805043486915086,0.02952269219760284,2.489015869776647,1.4785780506627149,4.651680689377116,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450490520933425,3.5199152593372,-0.0004905209334244987,-8.474066280017567e-05
5533.0,0.8236876099546978,0.0006059201556835037,2.489015869776647,1.344866661057165,6.116584045519466,2.489015869776647,fcc,-4.45,188.0,3.52,-4.451244700470675,3.51969804928416,-0.001244700470675042,-0.0003019507158401602
5645.0,1.8059146386464557,0.01218702166100849,2.489015869776647,2.865271806475352,2.116649811287184,2.489015869776647,fcc,-4.45,188.0,3.52,-4.45040709954035,3.52056969522456,-0.0004070995403502309,0.000569695224560185
5854.0,1.8809289255280808,0.006171240544903478,2.489015869776647,1.281203746534543,3.083813759475993,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450130101668775,3.52136591648597,-0.00013010166877513996,0.0013659164859700645
5865.0,1.2283403067782026,0.0003490923641468191,2.489015869776647,1.6710034573795873,3.6383959187245267,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450145898147375,3.52045112602967,-0.00014589814737497875,0.00045112602966979054
6018.0,1.945033749978041,0.024465642132025067,2.489015869776647,1.919722904108129,5.725068714468342,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450529073065075,3.51936320502167,-0.000529073065075103,-0.0006367949783299132
38838.0,1.8356317503373916,0.015472820941121901,2.489015869776647,1.4960376658895398,6.3129318816719175,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450510763110525,3.51956311287218,-0.0005107631105252253,-0.0004368871278201958
38871.0,1.5210025713592001,0.003711114854551001,2.489015869776647,3.438705824381704,5.5838581720097995,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450474852753825,3.51902790618443,-0.0004748527538245284,-0.0009720938155699521
6217.0,1.6658495572386256,0.0036945811924355976,2.489015869776647,1.092956094178232,6.3317463499045825,2.489015869776647,fcc,-4.45,188.0,3.52,-4.45024073622285,3.52017920201314,-0.00024073622284959129,0.00017920201314014506
6218.0,1.9824961991823256,0.02406338340361669,2.489015869776647,3.591620660434814,2.7798467969865857,2.489015869776647,fcc,-4.45,188.0,3.52,-4.45044085090465,3.51948426873164,-0.0004408509046500697,-0.0005157312683601312
39059.0,1.6907029174973613,0.007523151003296924,2.489015869776647,1.106143464856069,5.720708069725209,2.489015869776647,fcc,-4.45,188.0,3.52,-4.4504346469347,3.52023255207174,-0.00043464693469985605,0.0002325520717398888
39063.0,1.6984720639218653,0.009275890470653247,2.489015869776647,2.4332459726680473,2.8263565245453424,2.489015869776647,fcc,-4.45,188.0,3.52,-4.45052670153855,3.52001072918242,-0.0005267015385497231,1.0729182419844108e-05
39089.0,1.7474400872417262,0.016583075707124695,2.489015869776647,1.6528295318296604,5.255043423275307,2.489015869776647,fcc,-4.45,188.0,3.52,-4.45078454367905,3.51956573795848,-0.0007845436790496763,-0.0004342620415198617
6366.0,1.5451025654715316,0.005307309018855233,2.489015869776647,1.6416088527993868,2.622615231560073,2.489015869776647,fcc,-4.45,188.0,3.52,-4.4505553194635,3.52097565845291,-0.0005553194634995151,0.0009756584529099221
6441.0,1.8436609142293705,0.038096301913781216,2.489015869776647,2.1106043796538874,3.3803423445318472,2.489015869776647,fcc,-4.45,188.0,3.52,-4.451161185718025,3.51956010383048,-0.0011611857180247043,-0.0004398961695200043
6548.0,1.7096618260081922,0.007514060317010851,2.489015869776647,3.2017304818930548,4.024109246609465,2.489015869776647,fcc,-4.45,188.0,3.52,-4.4504325077258,3.51931765600084,-0.0004325077258000576,-0.0006823439991601177
39364.0,1.5315991456930687,0.005195493565263165,2.489015869776647,2.605612713326948,4.580370407352401,2.489015869776647,fcc,-4.45,188.0,3.52,-4.4506254275598,3.51933618000072,-0.0006254275597994408,-0.000663819999279891
39418.0,1.3863342560510519,0.0031553894812026417,2.489015869776647,1.9265533608794065,4.169635595340396,2.489015869776647,fcc,-4.45,188.0,3.52,-4.4506875539761,3.51980615882538,-0.000687553976099764,-0.00019384117462006856
39474.0,0.4660759945474735,0.00013230510721684574,2.489015869776647,2.68799144546608,3.264758225014171,2.489015869776647,fcc,-4.45,188.0,3.52,-4.45072064816285,3.51974529966141,-0.0007206481628498906,-0.000254700338590208
6722.0,1.8848060360484624,0.06828987211666371,2.489015869776647,1.6496678273585772,2.453740098013478,2.489015869776647,fcc,-4.45,188.0,3.52,-4.451442536921425,3.52019013051454,-0.0014425369214245976,0.00019013051453997676
39489.0,1.5532547758886213,0.004580101118105584,2.489015869776647,1.5763036021553065,6.742107160378558,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450500329056975,3.51949890463461,-0.0005003290569751684,-0.000501095365390114
6759.0,1.722540265251097,0.013155124277670849,2.489015869776647,1.6411941086579884,4.257904859177208,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450672523263375,3.51993695494609,-0.0006725232633746359,-6.304505390986037e-05
39597.0,1.97776125877938,0.08073126915292028,2.489015869776647,1.2031426851460476,2.523179890800206,2.489015869776647,fcc,-4.45,188.0,3.52,-4.45081700079585,3.52088545651403,-0.0008170007958501202,0.0008854565140299364
6928.0,1.7886286521129486,0.001993939155124469,2.489015869776647,1.2608170005647326,4.763655284072433,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450074122606325,3.52050172153804,-7.412260632477796e-05,0.0005017215380398454
39746.0,1.8364730756068766,0.0024299738200186383,2.489015869776647,3.6026050558460265,5.264501211827449,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450085958944375,3.5191679608169,-8.59589443749087e-05,-0.0008320391830998197
7005.0,1.4204940072370564,0.004094222217460475,2.489015869776647,2.533332628430529,3.3869514036177764,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450775148550125,3.51966619773623,-0.0007751485501250599,-0.00033380226377
7102.0,1.6774099164112248,0.004385862755422298,2.489015869776647,1.665069831320127,3.7449410466655473,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450268476200675,3.52032853982957,-0.00026847620067460554,0.00032853982957004035
7159.0,1.6899310143935735,0.011203512535341464,2.489015869776647,2.833606970955071,5.11880029495069,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450705001050875,3.51909554029235,-0.0007050010508748983,-0.0009044597076499628
7274.0,1.6249610511330668,0.0018792757671173277,2.489015869776647,1.3107812663998235,5.544541119225267,2.489015869776647,fcc,-4.45,188.0,3.52,-4.45014693081415,3.52014366607434,-0.00014693081415018128,0.0001436660743401319
40051.0,1.9432280085192248,0.045313409518617176,2.489015869776647,1.077621243371119,6.195124820799892,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450876487683525,3.51967721324684,-0.0008764876835245516,-0.0003227867531601092
7404.0,1.6418898827739754,0.005639095477465994,2.489015869776647,3.9605856410203293,4.2511213724144294,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450435864225625,3.51911718922117,-0.00043586422562480465,-0.0008828107788301232
7567.0,1.5350247628370983,0.0003470477846247988,2.489015869776647,2.808385944579447,3.701710027963112,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450040898651775,3.51969239542869,-4.089865177459018e-05,-0.0003076045713101827
7591.0,1.5369105522740425,0.008133348315503164,2.489015869776647,1.7175030899052657,5.752419995348366,2.489015869776647,fcc,-4.45,188.0,3.52,-4.4509482378399,3.51941317115986,-0.0009482378398999458,-0.0005868288401398303
40368.0,1.8815184744163638,0.02511140382842081,2.489015869776647,2.439525122486465,3.2687693995026086,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450666136909475,3.51965706928686,-0.0006661369094747016,-0.0003429307131401771
