sim_id,p_NiNi_phi0,p_NiNi_gamma,p_NiNi_r0,d_Ni_rho0,d_Ni_beta,d_Ni_r0,e_Ni_latticetype,e_Ni_ecoh,e_Ni_B,e_Ni_a0,Ni_fcc.E_coh,Ni_fcc.a0,Ni_fcc.c11,Ni_fcc.c12,Ni_fcc.c44,Ni_fcc.B,Ni_fcc.G,Ni_fcc.vac,Ni_fcc.100s,Ni_fcc.110s,Ni_fcc.111s,Ni_fcc.isf,E_Ni_fcc_hcp,E_Ni_fcc_bcc,E_Ni_fcc_dia,Ni_fcc.E_coh.err,Ni_fcc.a0.err,Ni_fcc.c11.err,Ni_fcc.c12.err,Ni_fcc.c44.err,Ni_fcc.B.err,Ni_fcc.G.err,Ni_fcc.vac.err,Ni_fcc.100s.err,Ni_fcc.110s.err,Ni_fcc.111s.err,Ni_fcc.isf.err,E_Ni_fcc_hcp.err,E_Ni_fcc_bcc.err,E_Ni_fcc_dia.err
sim_id,param,param,param,param,param,param,param,param,param,param,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,qoi,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err
0.0,4.392216339748555,1.9037366964902465,2.489015869776647,2.254680110819856,1.7960653806992564,2.489015869776647,fcc,-4.45,188.0,3.52,-4.572152722395325,3.5118080582016,196.152512667906,181.314524180508,42.6051190661601,186.260520342974,7.418994243699004,1.2444412380427252,0.14237823877202127,0.150434618186789,0.13554855808200694,3.798326582770256e-05,0.00010057478697511613,0.003909522912584507,0.0035782401518495988,-0.12215272239532471,-0.008191941798400215,-64.847487332094,30.314524180507988,-89.3948809338399,-1.7394796570260098,-93.581005756301,-0.35555876195727487,-0.005421761227978716,0.024934618186788993,-0.015851441917993064,-0.008822016734172298,-0.019899425213024884,-0.1260904770874155,-1.7964217598481504
1.0,1.7614562210077551,2.16906881264163,2.489015869776647,3.36995172224209,1.9311738137521766,2.489015869776647,fcc,-4.45,188.0,3.52,-4.487086694762325,3.51613083550431,200.301414506584,183.46569924302,42.8224477634011,189.07760433087466,8.417857631781999,1.0960286150767615,0.11103619163711098,0.11796866025272065,0.1036872080795162,8.61371692240931e-06,2.2808369775084714e-05,0.005749425294274246,0.7768767259236373,-0.03708669476232451,-0.0038691644956898585,-60.698585493416005,32.46569924302,-89.1775522365989,1.0776043308746637,-92.582142368218,-0.5039713849232386,-0.036763808362889006,-0.0075313397472793475,-0.047712791920483805,-0.00885138628307759,-0.019977191630224916,-0.12425057470572576,-1.0231232740763627
2.0,1.7538072476132405,2.250264849082395,2.489015869776647,1.3783826631580283,1.8520051503377748,2.489015869776647,fcc,-4.45,188.0,3.52,-4.5410380069666,3.51274995846676,194.292502063912,165.493241271224,73.1563770156496,175.0929948687867,14.399630396343994,1.8274392580831886,0.16577364239068923,0.17699786627532024,0.1596433045002083,1.5723002560758512e-05,4.147564685030858e-05,0.009834660949085361,2.083171005029527e-05,-0.09103800696659992,-0.007250041533239937,-66.707497936088,14.493241271224008,-58.843622984350404,-12.90700513121331,-86.600369603656,0.22743925808318854,0.017973642390689243,0.05149786627532024,0.008243304500208298,-0.00884427699743924,-0.019958524353149692,-0.12016533905091464,-1.7999791682899497
3.0,2.608231565462029,2.2460384745891724,2.489015869776647,2.640210710908684,1.8791767870673683,2.489015869776647,fcc,-4.45,188.0,3.52,-4.530345430135925,3.50875397393998,207.646049534522,167.596327417155,101.254712428496,180.94623478961068,20.0248610586835,2.475301065955989,0.20673648131533134,0.21953509277668307,0.2036021988259822,1.8858582664607746e-05,4.94849079748505e-05,0.013741298891644327,1.693366527407687,-0.08034543013592454,-0.011246026060020231,-53.35395046547799,16.59632741715501,-30.745287571503994,-7.053765210389315,-80.9751389413165,0.875301065955989,0.05893648131533136,0.09403509277668307,0.052202198825982205,-0.008841141417335392,-0.01995051509202515,-0.11625870110835568,-0.10663347259231304
4.0,3.1030980455642365,2.1922545053911042,2.489015869776647,4.222541398016089,1.9405568656270322,2.489015869776647,fcc,-4.45,188.0,3.52,-4.505775832642975,3.51196373083399,225.525801113283,193.316344162292,81.2734006481837,204.05282981262235,16.10472847549549,1.9960367665782996,0.17313699552709533,0.18479159598777067,0.16762273995426016,1.3144059106986564e-05,3.458191887517614e-05,0.01111555663371977,1.391492309255975,-0.0557758326429747,-0.00803626916601008,-35.474198886717005,42.31634416229201,-50.726599351816304,16.05282981262235,-84.89527152450451,0.39603676657829956,0.02533699552709534,0.05929159598777067,0.016222739954260157,-0.008846855940893013,-0.019965418081124824,-0.11888444336628023,-0.40850769074402504
5.0,2.7186082330767567,1.7783814502030442,2.489015869776647,3.9782253766330973,1.6266092157004959,2.489015869776647,fcc,-4.45,188.0,3.52,-4.53355900305775,3.50595106502404,198.360189733145,187.596954766181,33.9917450500692,191.18469975516902,5.381617483482003,1.1061827395792534,0.1532003094151976,0.16040778155274063,0.14659074119963808,5.27802082552762e-05,0.00013805902382468815,0.002122436949330009,0.6728045578567374,-0.08355900305774977,-0.014048934975960048,-62.639810266854994,36.596954766181,-98.0082549499308,3.184699755169021,-95.618382516518,-0.4938172604207467,0.005400309415197618,0.03490778155274063,-0.004809258800361926,-0.008807219791744723,-0.019861940976175312,-0.12787756305067,-1.1271954421432626
6.0,2.218744037155966,1.965741212487562,2.489015869776647,1.4751591833075088,1.7452982721241306,2.489015869776647,fcc,-4.45,188.0,3.52,-4.558773170658525,3.51138430352706,200.500267224659,184.874896648104,44.6827736978043,190.08335350695566,7.812685288277507,1.2996745672541579,0.1482266945354693,0.15682997687094927,0.14141699180349673,3.90666669750559e-05,0.00010336465597493572,0.004159064490594666,0.8531509405324251,-0.10877317065852488,-0.008615696472940026,-60.49973277534099,33.874896648104,-87.3172263021957,2.0833535069556604,-93.1873147117225,-0.3003254327458422,0.000426694535469313,0.03132997687094927,-0.009983008196503274,-0.008820933333024944,-0.019896635344025065,-0.12584093550940534,-0.9468490594675749
7.0,5.44382687798696,2.0285868055514626,2.489015869776647,2.153955099099794,1.9119911255870747,2.489015869776647,fcc,-4.45,188.0,3.52,-4.593595449743025,3.51310096508235,201.353515618062,178.309132510347,61.496573015882,185.99059354625203,11.522191553857496,1.6290016480096483,0.1573663997418901,0.16758734859173421,0.15105334787556896,2.7910673582677383e-05,7.402467479966646e-05,0.00716657504549989,1.110079469036262,-0.14359544974302452,-0.006899034917649871,-59.646484381937995,27.309132510347013,-70.503426984118,-2.009406453747971,-89.4778084461425,0.029001648009648218,0.009566399741890108,0.042087348591734214,-0.00034665212443105164,-0.008832089326417323,-0.019925975325200334,-0.12283342495450011,-0.689920530963738
8.0,3.249560886752239,2.260555136561631,2.489015869776647,0.9042970415025866,1.9245176377551265,2.489015869776647,fcc,-4.45,188.0,3.52,-4.669266311180825,3.50956123121884,218.109011043042,171.080539377331,116.930459783132,186.7566965992347,23.51423583285549,2.7851673665061867,0.22083281396125426,0.23383590620253566,0.21938574831908866,1.1324405821162503e-05,2.943852429915239e-05,0.01661244376920923,1.8812465820038247,-0.2192663111808244,-0.010438768781160235,-42.89098895695801,20.080539377331007,-15.069540216868006,-1.2433034007653134,-77.48576416714451,1.1851673665061866,0.07303281396125427,0.10833590620253566,0.06798574831908866,-0.008848675594178837,-0.019970561475700848,-0.11338755623079078,0.08124658200382462
