sim_id,SiSiSi_epsilon,SiSiSi_sigma,SiSiSi_a,SiSiSi_lambda,SiSiSi_gamma,SiSiSi_costheta0,SiSiSi_A,SiSiSi_B,SiSiSi_p,SiSiSi_q,SiSiSi_tol,Si_dia.E_coh,Si_dia.a0,Si_dia.c11,Si_dia.c12,Si_dia.c44,Si_dia.B,Si_dia.vac,Si_dia.E_coh.err,Si_dia.a0.err,Si_dia.c11.err,Si_dia.c12.err,Si_dia.c44.err,Si_dia.B.err,Si_dia.vac.err
sim_id,param,param,param,param,param,param,param,param,param,param,param,qoi,qoi,qoi,qoi,qoi,qoi,qoi,err,err,err,err,err,err,err
2000048.0,2.106921889863759,2.1510994517050728,1.5976762112224319,26.43084438096021,1.5192059136309788,-0.3333333333333333,13.30786730923695,0.9688131680104098,3.9707074800394557,0.7694177987186301,0.0,-2.075137732184775,5.62303699591354,179.032846000337,197.389337200002,-18.7249494448138,191.27050680011368,446.15461241972656,2.554862267815225,0.1930369959135403,13.032846000337003,133.389337200002,-98.7249494448138,92.27050680011368,442.55461241972654
2000051.0,2.0980319726162104,2.3378053365467193,1.5347065068502368,25.315856326382328,1.8488016354065056,-0.3333333333333333,8.120087568467062,0.860185634640794,4.983748499073076,0.6234298423118279,0.0,-1.3948631966311125,5.89429687101976,185.079916051473,249.83464050165,-70.2976792338999,228.249732351591,299.8955872756892,3.2351368033688876,0.46429687101976036,19.079916051472992,185.83464050165,-150.29767923389988,129.249732351591,296.2955872756892
2000052.0,2.108583519753842,1.8869202596725203,1.6269180593756656,27.764427957340295,1.5760591066620098,-0.3333333333333333,3.4042030875553735,0.7014692710601506,4.0406960684908055,0.31913818425450635,0.0,-1.0655236627079663,4.72637888070007,21.4586545000202,-5.44419350044336,18.1286563221258,3.5234224997111596,229.08758748221274,3.5644763372920334,-0.70362111929993,-144.5413454999798,-69.44419350044336,-61.8713436778742,-95.47657750028884,225.48758748221275
2000053.0,2.212064791879399,2.0948011562462603,1.732431709458768,23.562414377903092,1.7798335626481565,-0.3333333333333333,12.128822080037658,0.9946772098779944,3.8484046764438022,0.9316269357004812,0.0,-2.907085822576225,5.69190734169623,168.719336749928,195.755525400455,-27.9361255757533,186.743462516946,625.0234518538883,1.722914177423775,0.2619073416962303,2.7193367499280043,131.755525400455,-107.9361255757533,87.74346251694601,621.4234518538883
2000054.0,2.103850277417787,2.7044711261288827,1.6003039670861932,25.486724848768805,1.6601644749948228,-0.3333333333333333,20.18229400693098,0.9932490717525674,2.776778919160527,0.06450974386468374,0.0,-2.9239709771697373,7.1846679802647,-381.842403498012,391.751368006226,-979.047278619345,133.88677750481335,628.6537600914935,1.7060290228302626,1.7546679802647,-547.842403498012,327.751368006226,-1059.047278619345,34.88677750481335,625.0537600914935
2000055.0,2.112965812255502,2.1659652080627896,1.4524282774507284,35.88471168906413,1.6471183102604305,-0.3333333333333333,24.10346152758381,0.6943947085849734,3.6865268811104746,0.6082346098599476,0.0,-3.4558131571623125,5.08616268496078,177.806738848449,104.926015698584,65.3560201758566,129.21959008187233,742.9998287898972,1.1741868428376874,-0.3438373150392193,11.806738848448987,40.926015698583996,-14.6439798241434,30.219590081872326,739.3998287898971
2000056.0,2.18390486373184,2.0241916318783635,1.7990379661452518,25.342076712659306,1.6144904012412191,-0.3333333333333333,10.399621635973762,0.7340924684002526,3.205803054960217,0.6306719416545372,0.0,-4.380904818774,5.24791695974667,122.162725879753,84.0465946101176,33.6805543715914,96.75197169999608,941.8945360364099,0.24909518122600005,-0.18208304025333,-43.837274120247,20.046594610117594,-46.3194456284086,-2.2480283000039236,938.2945360364099
2000057.0,2.1391969682277945,2.107143561183946,1.80621909080454,23.44450526986945,1.0013175383647086,-0.3333333333333333,7.920963143341799,0.6643169356297957,4.348319336140532,0.08097588244848536,0.0,-4.635754492309625,5.54066892332227,217.701912470147,79.7997093850427,91.0946445087772,125.7671104134108,996.6872158465694,-0.005754492309625547,0.11066892332227063,51.70191247014699,15.799709385042704,11.094644508777193,26.767110413410805,993.0872158465694
2000058.0,2.1960899101793085,2.569247512170417,1.5212851503964455,23.016202007347644,2.1169944851460567,-0.3333333333333333,9.308253408095533,0.559932149470459,4.05507529910199,0.9235528786631519,0.0,-2.652855726326975,5.85668884755678,151.315425601206,202.154082700144,-54.993955673641,185.20786366716467,570.3639811602997,1.9771442736730247,0.4266888475567807,-14.684574398794012,138.154082700144,-134.99395567364098,86.20786366716467,566.7639811602996
2000059.0,2.127090591033464,2.674009687609418,1.500923186923356,31.646787872787755,1.1002011634592388,-0.3333333333333333,13.262182218404053,0.5945472338452203,3.9893826394589555,0.884881091166959,0.0,-3.1101369037151625,6.14016728476652,314.081939548487,351.90203479724,-37.8314204599704,339.295336380989,668.6794342987599,1.5198630962848374,0.7101672847665199,148.08193954848701,287.90203479724,-117.8314204599704,240.295336380989,665.0794342987599
2000060.0,2.117085654670486,2.704843264635567,1.6601142421959023,23.598123559886304,2.0938155731158155,-0.3333333333333333,7.5302146739393745,0.7822406173520746,2.902248129226953,0.23753918167179272,0.0,-2.05899773234665,6.92837352873208,-184.567111548677,29.4448808999732,-301.625942417009,-41.89244991624353,442.6845124545298,2.5710022676533497,1.4983735287320803,-350.56711154867696,-34.5551191000268,-381.625942417009,-140.89244991624352,439.0845124545298
2000061.0,2.146051492045402,3.273633101567933,1.7518134464871593,32.521064853890145,1.6638024665987494,-0.3333333333333333,3.7636427559248684,0.7799805732327814,4.258451480310433,0.5694218360224942,0.0,-1.5184303952580624,8.57550331359601,3294.62536452338,3380.62033019961,114.083299989143,3351.955341640867,326.46253498048344,3.1115696047419377,3.145503313596011,3128.62536452338,3316.62033019961,34.083299989143,3252.955341640867,322.8625349804834
2000062.0,2.0710635643993824,2.161634262552087,1.753342234599091,21.576782077367675,1.8077430609804732,-0.3333333333333333,12.576272918906854,0.9570462786310283,3.552656494445483,1.4210410477178366,0.0,-2.36675012600705,5.8137551209156,135.022606349957,166.460171250219,-32.9286904836522,155.98098295013165,508.8512770915157,2.26324987399295,0.38375512091560005,-30.977393650043012,102.46017125021899,-112.92869048365219,56.98098295013165,505.2512770915157
