sim_id,SiSiSi_epsilon,SiSiSi_sigma,SiSiSi_a,SiSiSi_lambda,SiSiSi_gamma,SiSiSi_costheta0,SiSiSi_A,SiSiSi_B,SiSiSi_p,SiSiSi_q,SiSiSi_tol,Si_dia.E_coh,Si_dia.a0,Si_dia.c11,Si_dia.c12,Si_dia.c44,Si_dia.B,Si_dia.vac,Si_dia.E_coh.err,Si_dia.a0.err,Si_dia.c11.err,Si_dia.c12.err,Si_dia.c44.err,Si_dia.B.err,Si_dia.vac.err
sim_id,param,param,param,param,param,param,param,param,param,param,param,qoi,qoi,qoi,qoi,qoi,qoi,qoi,err,err,err,err,err,err,err
00_000000,2.15878847623,1.65579245866,1.60994187858,26.0778593079,1.50240814583,-0.3333333333333333,7.10643085855,0.868837958485,3.75515828817,0.191715925088,0.0,-1.63729134341965,4.28698670804843,-77.4688151999726,-106.052589850151,-2553332.35735343,-96.52466496675818,1.6372914318897642,2.9927086565803496,-1.1430132919515694,-243.4688151999726,-170.05258985015098,-2553412.35735343,-195.52466496675817,-1.9627085681102359
00_000001,2.18198315604,1.58779643902,1.7901739517,21.3615002095,1.54458614639,-0.3333333333333333,15.7570688767,0.804677877336,4.22319348495,0.3988181172,0.0,-7.211666199510375,4.24048816270798,-47.8803545993287,-210.900693049188,-12602689.8020145,-156.56058023256824,7.2116663785905075,-2.5816661995103747,-1.1895118372920201,-213.8803545993287,-274.900693049188,-12602769.8020145,-255.56058023256824,3.6116663785905074
00_000002,2.18895025964,2.61087068724,1.76622151604,23.0715779998,1.99388778718,-0.3333333333333333,9.4014848582,0.743129887943,4.00632614706,0.242977859283,0.0,-4.409967775652287,6.8692435902673,5.89253860089229,227.760111949464,-398.683120293594,153.80425416660677,4.409967799572769,0.22003222434771263,1.4392435902673002,-160.1074613991077,163.760111949464,-478.683120293594,54.80425416660677,0.8099677995727688
00_000003,2.10650349871,1.71354448501,1.60848788792,31.6261640716,1.54121516769,-0.3333333333333333,18.9408360412,0.787251077901,3.20515445811,0.690698609466,0.0,-4.006792569513625,4.28085410661792,-107.247312850086,-194.072029000381,-6761094.95128424,-165.13045695028268,4.006792714217227,0.6232074304863753,-1.1491458933820793,-273.247312850086,-258.072029000381,-6761174.95128424,-264.1304569502827,0.4067927142172265
00_000004,2.1513639057,2.02278093337,1.7594806891,29.2644137904,1.2660551119,-0.3333333333333333,8.46733080035,0.747778369175,3.38322403213,0.212230883949,0.0,-3.5722913046109377,5.31064103496434,145.722626490169,80.1776051001071,52.0290981503502,102.02594556346106,3.572291330546591,1.0577086953890622,-0.11935896503565946,-20.277373509830994,16.1776051001071,-27.9709018496498,3.0259455634610646,-0.027708669453409218
00_000005,2.12848359993,1.87112170134,1.85755184623,30.033495238,1.67997732309,-0.3333333333333333,11.1001450706,0.588098701504,3.73104115332,0.453341159629,0.0,-6.888599637363725,4.77663231356537,116.151600400917,20.3982683509821,73.1248197525789,52.31604570096041,6.888599635190758,-2.2585996373637247,-0.6533676864346294,-49.848399599082995,-43.6017316490179,-6.875180247421099,-46.68395429903959,3.288599635190758
00_000006,2.14182446916,2.83057868933,1.86338673814,20.2008873429,1.30533080865,-0.3333333333333333,19.6314859843,0.775931981738,3.35706595491,0.432106823024,0.0,-9.470630356117763,7.63314116420446,3863.05574253201,3854.97757247649,36.775681870243,3857.67029582833,9.470630382669015,-4.840630356117763,2.2031411642044603,3697.05574253201,3790.97757247649,-43.224318129757,3758.67029582833,5.870630382669015
00_000007,2.18346391011,2.57248608595,1.97774730048,29.696565488,1.65202690521,-0.3333333333333333,15.970926641,0.648959618394,3.09214568723,0.926195813711,0.0,-12.275617166691925,5.90175706164033,899.219036998693,1322.45232750428,-598.593427220562,1181.3745640024176,-389.40046298119614,-7.645617166691925,0.4717570616403304,733.219036998693,1258.45232750428,-678.593427220562,1082.3745640024176,-393.00046298119616
00_000008,2.17081653559,1.7146901567,1.51412423539,27.6599179214,1.0903587062,-0.3333333333333333,19.8653751837,0.571584077558,3.75469219316,0.081434466058,0.0,-5.3320126853871,4.03225807527375,-201.829175799503,-236.48986735061,-33131100.7065252,-224.936303500241,5.33201281085644,-0.7020126853870998,-1.3977419247262501,-367.829175799503,-300.48986735061,-33131180.7065252,-323.936303500241,1.7320128108564403
