sim_id,p_NiNi_phi0,p_NiNi_gamma,p_NiNi_r0,d_Ni_rho0,d_Ni_beta,d_Ni_r0,e_Ni_latticetype,e_Ni_ecoh,e_Ni_B,e_Ni_a0,Ni_fcc.E_coh,Ni_fcc.a0,Ni_fcc.E_coh.err,Ni_fcc.a0.err
sim_id,param,param,param,param,param,param,param,param,param,param,qoi,qoi,err,err
2,3.94269439511,4.97583486612,2.489015869776647,3.12470924285,2.07352984989,2.489015869776647,fcc,-4.45,188.0,3.52,-4.456905328903425,3.51801827708883,-0.006905328903425101,-0.0019817229111698254
3,3.97384653006,6.65665439151,2.489015869776647,2.2309029863,6.3946370796,2.489015869776647,fcc,-4.45,188.0,3.52,-4.640741355192825,3.52178342273657,-0.19074135519282454,0.0017834227365698396
4,1.67936698761,4.71611687248,2.489015869776647,1.12245962542,3.88817717144,2.489015869776647,fcc,-4.45,188.0,3.52,-4.455955063312625,3.5196522514356,-0.005955063312624631,-0.00034774856439989676
5,0.176799404014,3.38126852541,2.489015869776647,3.98298936019,5.82850869616,2.489015869776647,fcc,-4.45,188.0,3.52,-5.367455863159575,5.82283910537413,-0.9174558631595744,2.30283910537413
6,1.41339173689,3.27800447326,2.489015869776647,3.01430609927,2.86731175459,2.489015869776647,fcc,-4.45,188.0,3.52,-4.450311740277525,3.5195342938899,-0.0003117402775245637,-0.00046570611009988383
7,0.294132355337,2.839709148,2.489015869776647,3.22069163382,4.63458291704,2.489015869776647,fcc,-4.45,188.0,3.52,-5.984185729115275,5.75973488006187,-1.5341857291152747,2.2397348800618704
8,0.284394184003,2.75588290585,2.489015869776647,3.10414683233,4.03705941793,2.489015869776647,fcc,-4.45,188.0,3.52,-5.670517448671425,10.7320457358751,-1.2205174486714245,7.212045735875101
9,0.552175625252,3.68396201897,2.489015869776647,3.6878719316,6.28754402418,2.489015869776647,fcc,-4.45,188.0,3.52,-357475.6618182325,3.56290105035312,-357471.2118182325,0.042901050353119974
10,0.201126474831,5.78668254488,2.489015869776647,3.36081201549,5.16607942876,2.489015869776647,fcc,-4.45,188.0,3.52,-4.4529438177611,3.51944571621992,-0.002943817761099865,-0.0005542837800800449
11,0.827644745805,3.13664855197,2.489015869776647,3.9788384279,3.92010733793,2.489015869776647,fcc,-4.45,188.0,3.52,-1500.3078500262875,4.23041510954875,-1495.8578500262875,0.7104151095487503
12,3.24334558554,6.87966757752,2.489015869776647,3.24128520992,2.94404178888,2.489015869776647,fcc,-4.45,188.0,3.52,-4.46126158741955,3.51665813283619,-0.011261587419549635,-0.0033418671638099084
13,2.61559189132,4.47032721057,2.489015869776647,3.51267046695,4.62129274878,2.489015869776647,fcc,-4.45,188.0,3.52,-48145.16144617275,3.84733080825146,-48140.711446172754,0.3273308082514599
14,2.45340716624,2.15621229153,2.489015869776647,3.80274666615,2.28268344258,2.489015869776647,fcc,-4.45,188.0,3.52,-7.1994052251255,5.450953482708,-2.7494052251255,1.930953482708
15,1.24473785883,6.66289022708,2.489015869776647,3.83670866617,6.99931253906,2.489015869776647,fcc,-4.45,188.0,3.52,-17158278.272726625,3.53128250541999,-17158273.822726626,0.011282505419989874
16,0.52179167735,6.77036440319,2.489015869776647,3.01915788248,3.65799787906,2.489015869776647,fcc,-4.45,188.0,3.52,-4.452706929255925,3.51820874920536,-0.0027069292559245284,-0.0017912507946400424
18,1.12481707028,6.3089925327,2.489015869776647,2.28849268228,3.9254911743,2.489015869776647,fcc,-4.45,188.0,3.52,-4.4564730936583,3.51820103959783,-0.006473093658299511,-0.0017989604021702021
19,1.29265027201,4.26273037825,2.489015869776647,1.87148099597,2.92858446769,2.489015869776647,fcc,-4.45,188.0,3.52,-4.451503803427175,3.5194392807,-0.0015038034271750433,-0.0005607193000001232
21,3.15716419214,5.41559579421,2.489015869776647,2.39153267729,3.4528850989,2.489015869776647,fcc,-4.45,188.0,3.52,-4.45976065737835,3.51950756968842,-0.009760657378349968,-0.0004924303115800832
22,0.183229916344,3.39965645666,2.489015869776647,2.86503249712,6.01513564412,2.489015869776647,fcc,-4.45,188.0,3.52,-5.4423946310525,5.75309588172867,-0.9923946310525,2.2330958817286697
25,1.16635765313,5.99984492498,2.489015869776647,2.99625663281,4.6098928281,2.489015869776647,fcc,-4.45,188.0,3.52,-4.461099684427475,3.51842195911801,-0.011099684427474443,-0.0015780408819900948
26,1.776409971,4.24941624288,2.489015869776647,2.46978883275,5.11417271553,2.489015869776647,fcc,-4.45,188.0,3.52,-286056.203937115,2.99126740467668,-286051.75393711496,-0.5287325953233202
27,2.67696667063,6.14616453346,2.489015869776647,3.13073947174,5.63024675909,2.489015869776647,fcc,-4.45,188.0,3.52,-4.51214233875385,3.5204465498995,-0.06214233875384956,0.0004465498994998818
30,1.73956150476,5.20252792038,2.489015869776647,2.46342966605,2.82167343831,2.489015869776647,fcc,-4.45,188.0,3.52,-4.453295561380425,3.51941979867139,-0.0032955613804244166,-0.0005802013286100305
31,2.40614157927,6.4647521013,2.489015869776647,1.4536065799,3.0192663904,2.489015869776647,fcc,-4.45,188.0,3.52,-4.457742883459125,3.51802923533653,-0.007742883459124883,-0.001970764663469904
32,2.59046685376,6.56904056386,2.489015869776647,2.09608477708,4.54639895823,2.489015869776647,fcc,-4.45,188.0,3.52,-4.4761884813977,3.51691373023808,-0.026188481397699803,-0.0030862697619200574
34,1.60810234404,6.51661104598,2.489015869776647,3.58351368104,3.90285682739,2.489015869776647,fcc,-4.45,188.0,3.52,-4.45952004259795,3.51813605251302,-0.009520042597950251,-0.0018639474869801553
35,3.7220640918,3.76849962392,2.489015869776647,2.70266478148,4.42144557261,2.489015869776647,fcc,-4.45,188.0,3.52,-113890.81688512625,3.81176143856358,-113886.36688512625,0.29176143856357983
